order_id,order_date,customer_name,customer_country,product_name,category,supplier_name,warehouse_name,quantity_ordered,unit_price,total_price,shipment_id,transporter_name,shipment_date,delivery_date,delivery_status
10148,2024-05-14,Philips Healthcare,UK,Light Controller,Home Automation,BlueWave Materials,East Coast DC,144,117.98,16989.12,SHP10148,FedEx Logistics,2024-05-15,2024-05-21,Delayed
10149,2024-01-27,Siemens AG,India,Engine Sensor,Automotive,Global Tech Parts,Middle East Hub,130,162.56,21132.8,SHP10149,FedEx Logistics,2024-01-29,2024-01-29,Delivered
10150,2025-07-25,Intel Corp,Japan,EV Charger,Automotive,Sunrise Electronics,Middle East Hub,9,103.95,935.5500000000001,SHP10150,UPS Global,2025-07-29,2025-08-01,Delivered
10151,2024-08-22,Panasonic Corp,Netherlands,Oximeter,Healthcare,Sunrise Electronics,Central Europe DC,88,192.69,16956.72,SHP10151,FedEx Logistics,2024-08-23,2024-08-24,Delivered
10152,2024-09-23,Amazon Robotics,Germany,Door Sensor,Home Automation,GreenLeaf Components,West Coast DC,120,485.41,58249.200000000004,SHP10152,UPS Global,2024-09-24,2024-10-01,Delayed
10153,2024-11-12,Ford Motors,South Korea,Solar Panel,Energy,Quantum Supplies,Asia Hub,154,476.1,73319.40000000001,SHP10153,DHL Express,2024-11-13,2024-11-14,Delivered
10154,2025-03-26,Samsung Electronics,China,LED Driver,Electronics,Sunrise Electronics,Middle East Hub,70,306.54,21457.800000000003,SHP10154,Maersk Shipping,2025-03-27,2025-04-01,Delivered
10155,2024-12-16,Cisco Systems,UK,Sensor Module,Electronics,Nova Industrial,Central Europe DC,106,43.17,4576.02,SHP10155,UPS Global,2024-12-21,2024-12-27,Delayed
10156,2025-08-06,Bosch GmbH,UK,Voice Assistant,Home Automation,Nova Industrial,Central Europe DC,24,103.19,2476.56,SHP10156,Maersk Shipping,2025-08-09,2025-08-12,Delivered
10157,2024-02-24,Samsung Electronics,China,Blood Pressure Monitor,Healthcare,GreenLeaf Components,Middle East Hub,16,82.65,1322.4,SHP10157,UPS Global,2024-02-25,2024-03-01,Delivered
10158,2024-12-15,LG Electronics,Germany,Voice Assistant,Home Automation,Nova Industrial,Middle East Hub,143,103.19,14756.17,SHP10158,Maersk Shipping,2024-12-19,2024-12-24,Delivered
10159,2024-03-22,Apple Inc,UK,Door Sensor,Home Automation,GreenLeaf Components,West Coast DC,29,485.41,14076.890000000001,SHP10159,Maersk Shipping,2024-03-25,2024-03-29,Delivered
10160,2025-02-21,Cisco Systems,UK,Voice Assistant,Home Automation,Nova Industrial,Asia Hub,100,103.19,10319.0,SHP10160,UPS Global,2025-02-22,2025-02-28,Delayed
10161,2024-06-28,Sony Corp,Netherlands,Medical Tablet,Healthcare,Quantum Supplies,Central Europe DC,135,236.19,31885.65,SHP10161,Maersk Shipping,2024-07-02,2024-07-02,Delivered
10162,2024-06-06,Microsoft Devices,India,Voice Assistant,Home Automation,Nova Industrial,East Coast DC,133,103.19,13724.27,SHP10162,Maersk Shipping,2024-06-11,2024-06-17,Delayed
10163,2025-06-20,Apple Inc,UK,Smart Thermometer,Healthcare,Nova Industrial,East Coast DC,51,156.69,7991.19,SHP10163,UPS Global,2025-06-24,2025-07-01,Delayed
10164,2024-06-11,Samsung Electronics,China,Solar Panel,Energy,Quantum Supplies,West Coast DC,37,476.1,17615.7,SHP10164,DHL Express,2024-06-15,2024-06-16,Delivered
10165,2025-06-11,Huawei Tech,India,Oximeter,Healthcare,Sunrise Electronics,Asia Hub,70,192.69,13488.3,SHP10165,UPS Global,2025-06-14,2025-06-14,Delivered
10166,2024-05-21,Panasonic Corp,Netherlands,LED Driver,Electronics,Sunrise Electronics,Asia Hub,156,306.54,47820.240000000005,SHP10166,DHL Express,2024-05-22,2024-05-28,Delayed
10167,2024-01-18,Microsoft Devices,India,Energy Meter,Energy,GreenLeaf Components,West Coast DC,88,305.35,26870.800000000003,SHP10167,DHL Express,2024-01-23,2024-01-30,Delayed
10168,2024-05-16,NIO Inc,India,Lithium Battery,Energy,Quantum Supplies,Middle East Hub,121,196.65,23794.65,SHP10168,Maersk Shipping,2024-05-18,2024-05-21,Delivered
10169,2025-03-05,LG Electronics,Germany,Light Controller,Home Automation,BlueWave Materials,Central Europe DC,190,117.98,22416.2,SHP10169,FedEx Logistics,2025-03-07,2025-03-09,Delivered
10170,2024-05-14,Philips Healthcare,UK,Smart Switch,Home Automation,Quantum Supplies,Central Europe DC,143,24.98,3572.14,SHP10170,UPS Global,2024-05-16,2024-05-18,Delivered
10171,2024-03-19,Medtronic,India,Fuel Injector,Automotive,Nova Industrial,Asia Hub,28,269.51,7546.28,SHP10171,Maersk Shipping,2024-03-22,2024-03-23,Delivered
10172,2024-01-05,Philips Healthcare,UK,Lithium Battery,Energy,Quantum Supplies,Central Europe DC,27,196.65,5309.55,SHP10172,UPS Global,2024-01-08,2024-01-12,Delivered
10173,2024-12-21,Philips Healthcare,UK,Oximeter,Healthcare,Sunrise Electronics,Asia Hub,165,192.69,31793.85,SHP10173,DHL Express,2024-12-23,2024-12-24,Delivered
10174,2025-02-21,LG Electronics,Germany,Light Controller,Home Automation,BlueWave Materials,East Coast DC,41,117.98,4837.18,SHP10174,Maersk Shipping,2025-02-25,2025-03-03,Delayed
10175,2024-03-12,Ford Motors,South Korea,Engine Sensor,Automotive,Global Tech Parts,East Coast DC,112,162.56,18206.72,SHP10175,FedEx Logistics,2024-03-15,2024-03-21,Delayed
10176,2024-09-29,Sony Corp,Netherlands,Blood Pressure Monitor,Healthcare,GreenLeaf Components,Asia Hub,95,82.65,7851.750000000001,SHP10176,UPS Global,2024-09-30,2024-10-04,Delivered
10177,2024-09-29,General Electric,China,Light Controller,Home Automation,BlueWave Materials,Central Europe DC,190,117.98,22416.2,SHP10177,Maersk Shipping,2024-09-30,2024-09-30,Delivered
10178,2025-07-01,Siemens AG,India,Medical Tablet,Healthcare,Quantum Supplies,Central Europe DC,170,236.19,40152.3,SHP10178,FedEx Logistics,2025-07-06,2025-07-12,Delayed
10179,2025-05-01,Philips Healthcare,UK,Medical Tablet,Healthcare,Quantum Supplies,Asia Hub,139,236.19,32830.409999999996,SHP10179,DHL Express,2025-05-03,2025-05-06,Delivered
10180,2025-03-31,Panasonic Corp,Netherlands,Inverter,Energy,Nova Industrial,Middle East Hub,47,370.02,17390.94,SHP10180,UPS Global,2025-04-03,2025-04-06,Delivered
10181,2024-02-21,Ford Motors,South Korea,Engine Sensor,Automotive,Global Tech Parts,Asia Hub,50,162.56,8128.0,SHP10181,UPS Global,2024-02-23,2024-02-27,Delivered
10182,2025-08-02,Bosch GmbH,UK,Lithium Battery,Energy,Quantum Supplies,West Coast DC,184,196.65,36183.6,SHP10182,UPS Global,2025-08-05,2025-08-06,Delivered
10183,2024-09-08,Tesla Motors,UK,Light Controller,Home Automation,BlueWave Materials,Middle East Hub,10,117.98,1179.8,SHP10183,Maersk Shipping,2024-09-13,2024-09-15,Delivered
10184,2025-08-09,Siemens AG,India,Door Sensor,Home Automation,GreenLeaf Components,West Coast DC,143,485.41,69413.63,SHP10184,Maersk Shipping,2025-08-14,2025-08-15,Delivered
10185,2025-04-14,Apple Inc,UK,Voice Assistant,Home Automation,Nova Industrial,West Coast DC,24,103.19,2476.56,SHP10185,DHL Express,2025-04-17,2025-04-17,Delivered
10186,2024-02-17,General Electric,China,GPS Unit,Automotive,GreenLeaf Components,East Coast DC,111,156.25,17343.75,SHP10186,FedEx Logistics,2024-02-22,2024-02-27,Delivered
10187,2024-08-10,LG Electronics,Germany,Light Controller,Home Automation,BlueWave Materials,Middle East Hub,126,117.98,14865.480000000001,SHP10187,DHL Express,2024-08-13,2024-08-20,Delayed
10188,2024-10-11,Amazon Robotics,Germany,Engine Sensor,Automotive,Global Tech Parts,Middle East Hub,35,162.56,5689.6,SHP10188,DHL Express,2024-10-16,2024-10-19,Delivered
10189,2024-05-22,Sony Corp,Netherlands,Fuel Injector,Automotive,Nova Industrial,Asia Hub,45,269.51,12127.949999999999,SHP10189,FedEx Logistics,2024-05-26,2024-05-27,Delivered
10190,2025-04-20,Siemens AG,India,Light Controller,Home Automation,BlueWave Materials,East Coast DC,15,117.98,1769.7,SHP10190,Maersk Shipping,2025-04-23,2025-04-24,Delivered
10191,2025-04-10,Philips Healthcare,UK,Lithium Battery,Energy,Quantum Supplies,Central Europe DC,33,196.65,6489.45,SHP10191,Maersk Shipping,2025-04-12,2025-04-14,Delivered
10192,2024-01-14,Philips Healthcare,UK,Light Controller,Home Automation,BlueWave Materials,West Coast DC,39,117.98,4601.22,SHP10192,UPS Global,2024-01-15,2024-01-19,Delivered
10193,2025-02-25,Medtronic,India,GPS Unit,Automotive,GreenLeaf Components,East Coast DC,125,156.25,19531.25,SHP10193,DHL Express,2025-03-01,2025-03-08,Delayed
10194,2025-04-28,Samsung Electronics,China,Microcontroller,Electronics,Sunrise Electronics,Central Europe DC,127,90.66,11513.82,SHP10194,Maersk Shipping,2025-04-29,2025-05-04,Delivered
10195,2025-02-19,Huawei Tech,India,Power Cable,Energy,Sunrise Electronics,Asia Hub,147,90.67,13328.49,SHP10195,DHL Express,2025-02-21,2025-02-25,Delivered
10196,2024-08-12,Tesla Motors,UK,Blood Pressure Monitor,Healthcare,GreenLeaf Components,Middle East Hub,175,82.65,14463.750000000002,SHP10196,Maersk Shipping,2024-08-13,2024-08-18,Delivered
10197,2024-12-18,Intel Corp,Japan,Inverter,Energy,Nova Industrial,Asia Hub,7,370.02,2590.14,SHP10197,Maersk Shipping,2024-12-23,2024-12-23,Delivered
10198,2024-12-01,Siemens AG,India,Sensor Module,Electronics,Nova Industrial,West Coast DC,185,43.17,7986.450000000001,SHP10198,DHL Express,2024-12-05,2024-12-05,Delivered
10199,2025-07-15,Microsoft Devices,India,Medical Tablet,Healthcare,Quantum Supplies,West Coast DC,131,236.19,30940.89,SHP10199,FedEx Logistics,2025-07-17,2025-07-23,Delayed
10200,2024-03-04,BYD Auto,USA,Microcontroller,Electronics,Sunrise Electronics,West Coast DC,161,90.66,14596.26,SHP10200,FedEx Logistics,2024-03-05,2024-03-12,Delayed
10201,2024-02-01,Sony Corp,Netherlands,Power Cable,Energy,Sunrise Electronics,Central Europe DC,186,90.67,16864.62,SHP10201,Maersk Shipping,2024-02-03,2024-02-07,Delivered
10202,2025-08-07,Ford Motors,South Korea,Smart Switch,Home Automation,Quantum Supplies,Central Europe DC,198,24.98,4946.04,SHP10202,FedEx Logistics,2025-08-12,2025-08-13,Delivered
10203,2025-04-07,Bosch GmbH,UK,Thermostat,Home Automation,Sunrise Electronics,Middle East Hub,48,418.73,20099.04,SHP10203,FedEx Logistics,2025-04-09,2025-04-14,Delivered
10204,2024-08-02,NIO Inc,India,Fuel Injector,Automotive,Nova Industrial,Asia Hub,139,269.51,37461.89,SHP10204,FedEx Logistics,2024-08-03,2024-08-08,Delivered
10205,2024-08-03,Toyota Motors,South Korea,Solar Panel,Energy,Quantum Supplies,Middle East Hub,101,476.1,48086.100000000006,SHP10205,UPS Global,2024-08-07,2024-08-10,Delivered
10206,2024-02-19,Siemens AG,India,WiFi Module,Electronics,BlueWave Materials,West Coast DC,59,358.42,21146.780000000002,SHP10206,UPS Global,2024-02-23,2024-03-01,Delayed
10207,2024-01-29,Apple Inc,UK,Blood Pressure Monitor,Healthcare,GreenLeaf Components,East Coast DC,100,82.65,8265.0,SHP10207,Maersk Shipping,2024-02-02,2024-02-06,Delivered
10208,2025-05-12,General Electric,China,Medical Tablet,Healthcare,Quantum Supplies,Middle East Hub,36,236.19,8502.84,SHP10208,Maersk Shipping,2025-05-16,2025-05-16,Delivered
10209,2024-05-10,Toyota Motors,South Korea,Brake Module,Automotive,Global Tech Parts,Central Europe DC,127,224.49,28510.23,SHP10209,UPS Global,2024-05-11,2024-05-12,Delivered
10210,2025-04-25,Bosch GmbH,UK,LED Driver,Electronics,Sunrise Electronics,Central Europe DC,165,306.54,50579.100000000006,SHP10210,DHL Express,2025-04-28,2025-05-03,Delivered
10211,2025-04-27,Bosch GmbH,UK,Engine Sensor,Automotive,Global Tech Parts,West Coast DC,106,162.56,17231.36,SHP10211,DHL Express,2025-05-02,2025-05-09,Delayed
10212,2025-07-13,Sony Corp,Netherlands,GPS Unit,Automotive,GreenLeaf Components,Middle East Hub,169,156.25,26406.25,SHP10212,UPS Global,2025-07-15,2025-07-15,Delivered
10213,2024-10-16,BYD Auto,USA,Blood Pressure Monitor,Healthcare,GreenLeaf Components,Central Europe DC,125,82.65,10331.25,SHP10213,DHL Express,2024-10-17,2024-10-18,Delivered
10214,2025-02-08,Intel Corp,Japan,Inverter,Energy,Nova Industrial,West Coast DC,133,370.02,49212.659999999996,SHP10214,DHL Express,2025-02-13,2025-02-13,Delivered
10215,2024-07-27,NIO Inc,India,EV Charger,Automotive,Sunrise Electronics,East Coast DC,173,103.95,17983.350000000002,SHP10215,DHL Express,2024-07-31,2024-08-06,Delayed
10216,2024-03-17,Intel Corp,Japan,Oximeter,Healthcare,Sunrise Electronics,Asia Hub,193,192.69,37189.17,SHP10216,DHL Express,2024-03-21,2024-03-21,Delivered
10217,2024-07-27,BYD Auto,USA,Microcontroller,Electronics,Sunrise Electronics,Middle East Hub,181,90.66,16409.46,SHP10217,UPS Global,2024-07-29,2024-08-03,Delivered
10218,2025-02-01,Intel Corp,Japan,GPS Unit,Automotive,GreenLeaf Components,West Coast DC,31,156.25,4843.75,SHP10218,Maersk Shipping,2025-02-03,2025-02-04,Delivered
10219,2025-07-10,Apple Inc,UK,ECG Sensor,Healthcare,GreenLeaf Components,Central Europe DC,39,311.75,12158.25,SHP10219,UPS Global,2025-07-11,2025-07-17,Delayed
10220,2025-03-09,NIO Inc,India,ECG Sensor,Healthcare,GreenLeaf Components,East Coast DC,164,311.75,51127.0,SHP10220,Maersk Shipping,2025-03-12,2025-03-13,Delivered
10221,2024-12-25,Samsung Electronics,China,Energy Meter,Energy,GreenLeaf Components,Asia Hub,59,305.35,18015.65,SHP10221,Maersk Shipping,2024-12-30,2025-01-02,Delivered
10222,2024-08-05,Microsoft Devices,India,Smart Switch,Home Automation,Quantum Supplies,West Coast DC,77,24.98,1923.46,SHP10222,FedEx Logistics,2024-08-07,2024-08-13,Delayed
10223,2024-09-22,Panasonic Corp,Netherlands,Door Sensor,Home Automation,GreenLeaf Components,East Coast DC,5,485.41,2427.05,SHP10223,UPS Global,2024-09-25,2024-10-02,Delayed
10224,2024-05-01,General Electric,China,Medical Tablet,Healthcare,Quantum Supplies,West Coast DC,24,236.19,5668.5599999999995,SHP10224,DHL Express,2024-05-04,2024-05-05,Delivered
10225,2024-02-22,Samsung Electronics,China,WiFi Module,Electronics,BlueWave Materials,East Coast DC,157,358.42,56271.94,SHP10225,FedEx Logistics,2024-02-25,2024-02-28,Delivered
10226,2024-08-06,Huawei Tech,India,GPS Unit,Automotive,GreenLeaf Components,Asia Hub,155,156.25,24218.75,SHP10226,FedEx Logistics,2024-08-07,2024-08-07,Delivered
10227,2025-06-22,Amazon Robotics,Germany,WiFi Module,Electronics,BlueWave Materials,Asia Hub,147,358.42,52687.740000000005,SHP10227,DHL Express,2025-06-26,2025-07-01,Delivered
10228,2025-05-31,Huawei Tech,India,WiFi Module,Electronics,BlueWave Materials,Central Europe DC,200,358.42,71684.0,SHP10228,Maersk Shipping,2025-06-03,2025-06-10,Delayed
10229,2024-10-15,BYD Auto,USA,Blood Pressure Monitor,Healthcare,GreenLeaf Components,Central Europe DC,30,82.65,2479.5,SHP10229,FedEx Logistics,2024-10-19,2024-10-21,Delivered
10230,2024-11-03,Panasonic Corp,Netherlands,Brake Module,Automotive,Global Tech Parts,East Coast DC,181,224.49,40632.69,SHP10230,DHL Express,2024-11-08,2024-11-09,Delivered
10231,2024-11-01,NIO Inc,India,GPS Unit,Automotive,GreenLeaf Components,West Coast DC,8,156.25,1250.0,SHP10231,Maersk Shipping,2024-11-04,2024-11-06,Delivered
10232,2025-01-03,Toyota Motors,South Korea,ECG Sensor,Healthcare,GreenLeaf Components,West Coast DC,171,311.75,53309.25,SHP10232,Maersk Shipping,2025-01-07,2025-01-11,Delivered
10233,2024-10-17,Tesla Motors,UK,WiFi Module,Electronics,BlueWave Materials,West Coast DC,138,358.42,49461.96,SHP10233,UPS Global,2024-10-19,2024-10-26,Delayed
10234,2025-05-28,Panasonic Corp,Netherlands,Thermostat,Home Automation,Sunrise Electronics,Asia Hub,58,418.73,24286.34,SHP10234,UPS Global,2025-05-29,2025-06-02,Delivered
10235,2024-03-09,Tesla Motors,UK,Sensor Module,Electronics,Nova Industrial,West Coast DC,186,43.17,8029.62,SHP10235,FedEx Logistics,2024-03-12,2024-03-15,Delivered
10236,2024-09-10,Cisco Systems,UK,Power Cable,Energy,Sunrise Electronics,Asia Hub,25,90.67,2266.75,SHP10236,UPS Global,2024-09-14,2024-09-19,Delivered
10237,2025-06-15,General Electric,China,Light Controller,Home Automation,BlueWave Materials,Asia Hub,39,117.98,4601.22,SHP10237,Maersk Shipping,2025-06-17,2025-06-23,Delayed
10238,2025-08-23,Tesla Motors,UK,Thermostat,Home Automation,Sunrise Electronics,Middle East Hub,148,418.73,61972.04,SHP10238,Maersk Shipping,2025-08-27,2025-08-27,Delivered
10239,2024-08-28,Intel Corp,Japan,Blood Pressure Monitor,Healthcare,GreenLeaf Components,Central Europe DC,91,82.65,7521.150000000001,SHP10239,Maersk Shipping,2024-08-31,2024-09-04,Delivered
10240,2024-05-03,Ford Motors,South Korea,Smart Thermometer,Healthcare,Nova Industrial,West Coast DC,18,156.69,2820.42,SHP10240,Maersk Shipping,2024-05-07,2024-05-12,Delivered
10241,2024-07-30,Philips Healthcare,UK,Solar Panel,Energy,Quantum Supplies,Asia Hub,72,476.1,34279.200000000004,SHP10241,Maersk Shipping,2024-07-31,2024-08-05,Delivered
10242,2024-01-30,Panasonic Corp,Netherlands,Thermostat,Home Automation,Sunrise Electronics,Asia Hub,28,418.73,11724.44,SHP10242,DHL Express,2024-02-02,2024-02-05,Delivered
10243,2025-07-30,Microsoft Devices,India,Lithium Battery,Energy,Quantum Supplies,East Coast DC,85,196.65,16715.25,SHP10243,DHL Express,2025-08-01,2025-08-01,Delivered
10244,2025-02-19,BYD Auto,USA,Blood Pressure Monitor,Healthcare,GreenLeaf Components,Central Europe DC,49,82.65,4049.8500000000004,SHP10244,Maersk Shipping,2025-02-22,2025-02-23,Delivered
10245,2025-02-21,Ford Motors,South Korea,LED Driver,Electronics,Sunrise Electronics,Central Europe DC,142,306.54,43528.68,SHP10245,Maersk Shipping,2025-02-23,2025-02-23,Delivered
10246,2024-05-24,BYD Auto,USA,PCB Board,Electronics,Quantum Supplies,Middle East Hub,153,435.1,66570.3,SHP10246,Maersk Shipping,2024-05-29,2024-06-02,Delivered
10247,2025-06-28,BYD Auto,USA,Sensor Module,Electronics,Nova Industrial,Asia Hub,183,43.17,7900.110000000001,SHP10247,Maersk Shipping,2025-07-02,2025-07-02,Delivered
10248,2025-01-24,Ford Motors,South Korea,Door Sensor,Home Automation,GreenLeaf Components,West Coast DC,170,485.41,82519.7,SHP10248,UPS Global,2025-01-28,2025-01-28,Delivered
10249,2025-01-06,Samsung Electronics,China,Solar Panel,Energy,Quantum Supplies,East Coast DC,174,476.1,82841.40000000001,SHP10249,DHL Express,2025-01-09,2025-01-12,Delivered
10250,2024-04-09,BYD Auto,USA,Oximeter,Healthcare,Sunrise Electronics,Asia Hub,88,192.69,16956.72,SHP10250,DHL Express,2024-04-14,2024-04-16,Delivered
10251,2024-05-21,LG Electronics,Germany,Inverter,Energy,Nova Industrial,Asia Hub,26,370.02,9620.52,SHP10251,UPS Global,2024-05-22,2024-05-25,Delivered
10252,2025-05-07,Cisco Systems,UK,Solar Panel,Energy,Quantum Supplies,Asia Hub,50,476.1,23805.0,SHP10252,Maersk Shipping,2025-05-11,2025-05-11,Delivered
10253,2024-08-28,Sony Corp,Netherlands,Inverter,Energy,Nova Industrial,Asia Hub,16,370.02,5920.32,SHP10253,DHL Express,2024-09-01,2024-09-05,Delivered
10254,2024-06-27,Siemens AG,India,WiFi Module,Electronics,BlueWave Materials,Asia Hub,188,358.42,67382.96,SHP10254,FedEx Logistics,2024-07-02,2024-07-08,Delayed
10255,2025-04-14,Intel Corp,Japan,Voice Assistant,Home Automation,Nova Industrial,West Coast DC,33,103.19,3405.27,SHP10255,Maersk Shipping,2025-04-17,2025-04-18,Delivered
10256,2024-02-22,Panasonic Corp,Netherlands,Sensor Module,Electronics,Nova Industrial,Middle East Hub,29,43.17,1251.93,SHP10256,UPS Global,2024-02-26,2024-02-29,Delivered
10257,2024-08-21,Apple Inc,UK,Light Controller,Home Automation,BlueWave Materials,Middle East Hub,83,117.98,9792.34,SHP10257,FedEx Logistics,2024-08-25,2024-08-26,Delivered
10258,2024-07-14,Intel Corp,Japan,Fuel Injector,Automotive,Nova Industrial,Central Europe DC,139,269.51,37461.89,SHP10258,FedEx Logistics,2024-07-18,2024-07-18,Delivered
10259,2025-03-05,Intel Corp,Japan,Smart Switch,Home Automation,Quantum Supplies,Middle East Hub,172,24.98,4296.56,SHP10259,FedEx Logistics,2025-03-06,2025-03-13,Delayed
10260,2024-10-13,Tesla Motors,UK,Smart Thermometer,Healthcare,Nova Industrial,Middle East Hub,177,156.69,27734.13,SHP10260,UPS Global,2024-10-18,2024-10-18,Delivered
10261,2024-12-24,Toyota Motors,South Korea,Light Controller,Home Automation,BlueWave Materials,Asia Hub,30,117.98,3539.4,SHP10261,DHL Express,2024-12-25,2024-12-26,Delivered
10262,2025-02-22,Intel Corp,Japan,Brake Module,Automotive,Global Tech Parts,Central Europe DC,38,224.49,8530.62,SHP10262,FedEx Logistics,2025-02-23,2025-02-23,Delivered
10263,2024-11-19,Siemens AG,India,PCB Board,Electronics,Quantum Supplies,Asia Hub,39,435.1,16968.9,SHP10263,FedEx Logistics,2024-11-20,2024-11-20,Delivered
10264,2024-05-24,Medtronic,India,Voice Assistant,Home Automation,Nova Industrial,Middle East Hub,43,103.19,4437.17,SHP10264,Maersk Shipping,2024-05-26,2024-05-28,Delivered
10265,2025-04-27,Huawei Tech,India,Voice Assistant,Home Automation,Nova Industrial,East Coast DC,106,103.19,10938.14,SHP10265,FedEx Logistics,2025-04-28,2025-05-04,Delayed
10266,2024-12-15,Apple Inc,UK,Microcontroller,Electronics,Sunrise Electronics,East Coast DC,57,90.66,5167.62,SHP10266,DHL Express,2024-12-18,2024-12-18,Delivered
10267,2025-08-25,Intel Corp,Japan,Power Cable,Energy,Sunrise Electronics,Asia Hub,60,90.67,5440.2,SHP10267,UPS Global,2025-08-30,2025-09-03,Delivered
10268,2024-05-28,Amazon Robotics,Germany,Thermostat,Home Automation,Sunrise Electronics,Central Europe DC,126,418.73,52759.98,SHP10268,Maersk Shipping,2024-05-30,2024-06-04,Delivered
10269,2024-08-09,Panasonic Corp,Netherlands,Inverter,Energy,Nova Industrial,Asia Hub,18,370.02,6660.36,SHP10269,DHL Express,2024-08-10,2024-08-11,Delivered
10270,2024-08-07,Ford Motors,South Korea,Inverter,Energy,Nova Industrial,West Coast DC,130,370.02,48102.6,SHP10270,FedEx Logistics,2024-08-08,2024-08-09,Delivered
10271,2024-02-18,Philips Healthcare,UK,Fuel Injector,Automotive,Nova Industrial,Central Europe DC,132,269.51,35575.32,SHP10271,Maersk Shipping,2024-02-20,2024-02-24,Delivered
10272,2024-06-06,Apple Inc,UK,Voice Assistant,Home Automation,Nova Industrial,Central Europe DC,71,103.19,7326.49,SHP10272,FedEx Logistics,2024-06-09,2024-06-14,Delivered
10273,2025-03-15,BYD Auto,USA,Voice Assistant,Home Automation,Nova Industrial,Asia Hub,142,103.19,14652.98,SHP10273,UPS Global,2025-03-20,2025-03-22,Delivered
10274,2024-04-27,Tesla Motors,UK,Sensor Module,Electronics,Nova Industrial,East Coast DC,104,43.17,4489.68,SHP10274,FedEx Logistics,2024-05-02,2024-05-02,Delivered
10275,2025-02-04,Sony Corp,Netherlands,Medical Tablet,Healthcare,Quantum Supplies,Asia Hub,52,236.19,12281.88,SHP10275,UPS Global,2025-02-08,2025-02-13,Delivered
10276,2024-06-27,Cisco Systems,UK,Thermostat,Home Automation,Sunrise Electronics,Central Europe DC,63,418.73,26379.99,SHP10276,Maersk Shipping,2024-07-01,2024-07-03,Delivered
10277,2025-04-23,LG Electronics,Germany,GPS Unit,Automotive,GreenLeaf Components,West Coast DC,161,156.25,25156.25,SHP10277,DHL Express,2025-04-27,2025-04-28,Delivered
10278,2024-11-10,Amazon Robotics,Germany,Energy Meter,Energy,GreenLeaf Components,West Coast DC,199,305.35,60764.65,SHP10278,Maersk Shipping,2024-11-12,2024-11-15,Delivered
10279,2024-12-15,Amazon Robotics,Germany,Smart Thermometer,Healthcare,Nova Industrial,Asia Hub,194,156.69,30397.86,SHP10279,Maersk Shipping,2024-12-18,2024-12-18,Delivered
10280,2025-02-06,Tesla Motors,UK,Power Cable,Energy,Sunrise Electronics,West Coast DC,112,90.67,10155.04,SHP10280,DHL Express,2025-02-09,2025-02-14,Delivered
10281,2025-04-08,LG Electronics,Germany,Smart Switch,Home Automation,Quantum Supplies,Asia Hub,117,24.98,2922.66,SHP10281,Maersk Shipping,2025-04-10,2025-04-16,Delayed
10282,2024-06-30,Philips Healthcare,UK,EV Charger,Automotive,Sunrise Electronics,Asia Hub,25,103.95,2598.75,SHP10282,DHL Express,2024-07-05,2024-07-06,Delivered
10283,2025-07-19,Panasonic Corp,Netherlands,PCB Board,Electronics,Quantum Supplies,Middle East Hub,149,435.1,64829.9,SHP10283,FedEx Logistics,2025-07-20,2025-07-27,Delayed
10284,2025-03-20,Samsung Electronics,China,Door Sensor,Home Automation,GreenLeaf Components,Middle East Hub,30,485.41,14562.300000000001,SHP10284,DHL Express,2025-03-22,2025-03-23,Delivered
10285,2024-12-19,Microsoft Devices,India,Smart Switch,Home Automation,Quantum Supplies,West Coast DC,142,24.98,3547.16,SHP10285,UPS Global,2024-12-20,2024-12-21,Delivered
10286,2024-01-31,Tesla Motors,UK,Thermostat,Home Automation,Sunrise Electronics,West Coast DC,158,418.73,66159.34,SHP10286,DHL Express,2024-02-02,2024-02-03,Delivered
10287,2025-02-21,Samsung Electronics,China,Voice Assistant,Home Automation,Nova Industrial,West Coast DC,157,103.19,16200.83,SHP10287,Maersk Shipping,2025-02-26,2025-02-27,Delivered
10288,2024-09-15,Siemens AG,India,Lithium Battery,Energy,Quantum Supplies,East Coast DC,42,196.65,8259.300000000001,SHP10288,Maersk Shipping,2024-09-18,2024-09-19,Delivered
10289,2024-12-01,Huawei Tech,India,Power Cable,Energy,Sunrise Electronics,East Coast DC,45,90.67,4080.15,SHP10289,Maersk Shipping,2024-12-06,2024-12-11,Delivered
10290,2024-03-02,Siemens AG,India,Brake Module,Automotive,Global Tech Parts,Asia Hub,44,224.49,9877.560000000001,SHP10290,UPS Global,2024-03-05,2024-03-05,Delivered
10291,2024-05-28,Medtronic,India,WiFi Module,Electronics,BlueWave Materials,West Coast DC,40,358.42,14336.800000000001,SHP10291,UPS Global,2024-05-30,2024-06-01,Delivered
10292,2024-03-18,Panasonic Corp,Netherlands,Solar Panel,Energy,Quantum Supplies,Middle East Hub,69,476.1,32850.9,SHP10292,UPS Global,2024-03-23,2024-03-25,Delivered
10293,2024-05-28,General Electric,China,Oximeter,Healthcare,Sunrise Electronics,Middle East Hub,125,192.69,24086.25,SHP10293,Maersk Shipping,2024-06-01,2024-06-01,Delivered
10294,2025-07-04,Amazon Robotics,Germany,Smart Switch,Home Automation,Quantum Supplies,Middle East Hub,178,24.98,4446.4400000000005,SHP10294,UPS Global,2025-07-09,2025-07-16,Delayed
